ID,Gender,MaritalStatus,Education,CommuteDistance,PerformanceRating,PercentSalaryHike,MonthlyIncome,StockOptionLevel,CompanyProfit,Department,BusinessTravel,YearsWithCurrentManager,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,TrainingHoursLastYear,TotalWorkingYears,YearsInCurrentRole,YearsAtCompany,NumbersCompaniesWorked,WorkLifeBal,JobLevel,Attrition
15071,Male,Married,Post-Graduate,1,5,9,79823,3,1,Consultancy,3,2,4,2,2,1,16,4,11,4,2,Product Owner,No
15072,Male,Married,Post-Graduate,1,3,6,81857,3,-1,DevOps,3,3,0,5,3,2,14,3,10,3,5,Product Owner,No
15073,Male,Single,Graduate,3,3,7,89964,2,0,Sales,3,6,5,4,4,2,14,8,11,4,4,Product Owner,No
15074,Male,Married,Post-Graduate,1,3,9,45107,2,0,HR,3,4,1,2,3,2,15,5,9,3,5,Product Manager,No
15075,Male,Married,Post-Graduate,3,3,6,94374,2,-2,Testing,3,5,4,1,4,3,18,8,11,4,5,Product Owner,No
15076,Female,Married,Post-Graduate,4,3,17,50880,2,1,Training,3,3,0,4,3,3,10,5,7,3,2,Senior Developer,Yes
15077,Female,Married,Doctorate,3,4,9,53704,2,0,Training,2,3,4,5,1,2,16,6,8,2,2,Product Manager,Yes
15078,Female,Single,Post-Graduate,1,5,6,77157,3,0,DevOps,3,4,1,1,2,4,18,9,10,3,1,VP,Yes
15079,Male,Married,Graduate,2,4,8,92760,2,-1,DevOps,3,9,3,2,4,2,16,3,11,2,1,VP,Yes
15080,Female,Married,Graduate,3,4,11,45129,2,-1,Consultancy,3,3,2,2,5,2,9,5,8,4,5,Product Manager,No
15081,Female,Married,Graduate,3,4,8,93644,3,-2,People Management,3,4,5,4,4,4,20,10,13,3,2,VP,No
15082,Female,Married,Graduate,4,5,17,59799,2,1,Public Relations,2,3,0,5,5,1,10,3,7,2,2,Senior Developer,No
15083,Female,Married,Graduate,4,3,8,93512,3,-2,Public Relations,3,3,1,3,4,3,17,6,9,2,1,Product Owner,Yes
15084,Male,Married,Post-Graduate,2,3,18,64786,2,0,Product Management,2,1,0,2,4,2,13,3,5,3,2,Senior Developer,Yes
15085,Female,Married,Doctorate,3,3,9,79527,3,-1,DevOps,3,2,5,2,5,4,8,3,8,1,5,Product Owner,Yes
15086,Female,Married,Graduate,2,4,15,51805,2,-1,Sales,3,0,3,1,5,4,19,3,7,1,3,Senior Developer,No
15087,Male,Married,Post-Graduate,3,3,9,63942,2,-1,DevOps,3,7,5,3,4,4,8,6,8,1,1,Product Manager,No
15088,Female,Single,Post-Graduate,2,4,12,49484,2,-2,Development,3,5,0,4,4,4,12,4,10,1,5,Product Manager,No
15089,Male,Married,Doctorate,3,5,6,85373,2,0,Development,3,9,2,4,5,4,17,5,10,4,5,VP,Yes
15090,Female,Married,Graduate,4,5,10,52992,2,1,Sales,3,2,4,4,4,1,14,4,8,3,5,Product Manager,Yes
15091,Female,Married,Graduate,3,3,17,57956,2,-1,Consultancy,3,3,3,4,2,4,17,3,8,4,2,Senior Developer,Yes
15092,Female,Single,Graduate,4,4,7,83551,2,-2,DevOps,3,6,1,4,4,3,19,10,14,2,2,VP,Yes
15093,Male,Single,Post-Graduate,2,3,6,94224,2,0,Consultancy,3,9,1,2,3,4,17,10,14,4,5,VP,Yes
15094,Male,Married,Graduate,4,3,11,54352,2,-1,Product Management,3,3,4,1,4,2,14,6,10,4,1,Product Manager,No
15095,Female,Married,Post-Graduate,3,3,12,49220,2,-2,Testing,3,3,2,3,3,3,14,5,10,2,5,Product Manager,Yes
15096,Male,Married,Doctorate,2,3,16,58016,2,-2,People Management,3,3,0,1,2,2,12,4,7,2,1,Senior Developer,Yes
15097,Male,Single,Graduate,3,4,15,61688,2,-1,Public Relations,3,2,1,4,4,2,17,3,8,4,4,Senior Developer,No
15098,Male,Married,Graduate,3,5,13,56862,2,-2,Testing,2,3,0,1,3,2,16,5,7,3,4,Senior Developer,No
15099,Male,Married,Graduate,2,3,8,87350,2,0,Development,3,7,3,2,4,1,17,3,11,4,3,Product Owner,Yes
15100,Male,Married,Post-Graduate,3,4,12,59215,2,0,HR,2,2,3,3,4,3,10,4,7,4,5,Senior Developer,Yes
15101,Male,Married,Graduate,1,5,18,56716,2,-2,Testing,2,2,2,4,1,4,20,5,8,4,3,Senior Developer,Yes
15102,Male,Married,Doctorate,4,5,6,88800,2,-1,HR,3,4,3,1,2,4,13,7,10,3,2,Product Owner,No
15103,Male,Married,Graduate,1,3,7,78204,3,1,HR,3,7,0,5,3,4,18,3,12,3,2,VP,Yes
15104,Male,Single,Graduate,4,5,6,88383,3,-2,Public Relations,3,6,5,4,5,2,15,6,13,3,2,VP,Yes
15105,Male,Married,Post-Graduate,2,4,8,89288,2,0,Consultancy,3,7,5,5,5,4,18,7,11,2,5,VP,Yes
15106,Male,Married,Post-Graduate,4,3,9,79369,2,1,Development,3,6,5,5,3,1,15,3,11,4,2,VP,No
15107,Female,Married,Post-Graduate,1,4,12,58177,2,0,Consultancy,3,3,1,5,3,1,9,3,8,2,5,Senior Developer,Yes
15108,Male,Single,Post-Graduate,1,4,6,87321,2,0,Development,3,8,6,5,3,2,17,6,11,4,4,VP,Yes
15109,Male,Single,Graduate,1,4,9,75313,3,-2,Testing,3,6,6,5,5,1,19,11,13,2,1,VP,Yes
15110,Male,Single,Post-Graduate,1,5,11,45780,2,0,Training,3,7,0,3,5,1,18,6,8,1,5,Product Manager,No
15111,Male,Married,Doctorate,1,4,16,49528,2,-2,Consultancy,3,1,1,3,5,4,13,4,6,2,4,Senior Developer,Yes
15112,Male,Married,Graduate,4,5,9,84972,2,1,Product Management,3,5,5,5,3,3,15,9,14,3,5,VP,Yes
15113,Female,Married,Post-Graduate,2,5,15,55243,2,0,DevOps,2,3,3,4,1,2,17,5,5,4,2,Senior Developer,Yes
15114,Male,Married,Post-Graduate,3,4,8,86487,3,0,Development,3,3,0,1,3,1,18,6,10,3,3,Product Owner,Yes
15115,Male,Married,Graduate,2,3,12,52272,2,-2,Product Management,3,7,1,1,3,2,13,5,9,2,2,Product Manager,No
15116,Female,Married,Post-Graduate,4,3,7,94568,3,0,Testing,3,2,1,4,1,1,11,8,10,4,3,Product Owner,No
15117,Female,Married,Post-Graduate,2,4,6,79653,3,-1,Testing,3,2,3,5,4,2,10,5,9,2,4,Product Owner,Yes
15118,Male,Married,Graduate,4,3,8,45124,2,0,Development,2,2,2,3,4,4,20,4,8,1,5,Product Manager,Yes
15119,Female,Married,Graduate,4,3,10,63602,2,-2,People Management,3,3,4,2,5,1,15,7,9,1,3,Product Manager,Yes
15120,Male,Married,Post-Graduate,1,3,8,82446,3,-1,Product Management,3,3,5,2,3,1,16,3,11,3,2,VP,Yes
15121,Male,Married,Graduate,3,4,6,89946,3,0,Consultancy,3,5,1,3,4,4,20,4,14,2,5,VP,Yes
15122,Female,Married,Post-Graduate,1,3,8,87254,2,-1,Consultancy,3,5,5,3,5,1,12,3,11,3,4,Product Owner,Yes
15123,Male,Married,Graduate,4,3,10,56772,2,-2,Public Relations,3,5,2,2,4,4,20,7,8,2,4,Product Manager,Yes
15124,Male,Single,Graduate,2,4,9,93196,3,-2,DevOps,3,5,1,1,5,1,9,8,9,1,4,Product Owner,No
15125,Male,Married,Doctorate,4,3,7,76098,2,-1,Product Management,3,2,3,5,5,1,14,8,11,2,4,Product Owner,No
15126,Male,Divorced,Graduate,1,5,8,45480,2,-2,Testing,3,7,3,1,2,3,17,7,10,1,4,Product Manager,No
15127,Female,Single,Post-Graduate,3,3,13,48003,2,-2,Public Relations,3,3,0,2,3,2,8,4,7,2,4,Senior Developer,No
15128,Male,Single,Post-Graduate,3,4,8,54190,2,0,Consultancy,3,2,4,4,4,4,11,6,9,4,5,Product Manager,Yes
15129,Male,Married,Post-Graduate,3,4,10,55594,2,-1,Testing,3,4,0,3,2,1,19,7,8,2,4,Product Manager,Yes
15130,Female,Married,Graduate,4,3,17,53048,2,1,Development,3,0,2,3,1,1,16,5,5,3,2,Senior Developer,Yes
15131,Female,Married,Graduate,1,3,9,85658,2,1,Development,3,6,0,5,4,1,17,11,12,3,4,VP,Yes
15132,Male,Divorced,Graduate,4,3,10,49586,2,-2,Testing,2,4,1,2,3,4,8,4,8,1,1,Product Manager,No
15133,Male,Married,Graduate,4,3,6,93459,2,0,Testing,3,4,1,2,4,2,18,6,10,2,1,Product Owner,Yes
15134,Male,Single,Graduate,3,3,7,75830,2,-2,Sales,3,5,2,3,1,3,13,3,10,2,2,Product Owner,Yes
15135,Female,Married,Graduate,4,3,9,80861,3,-1,Testing,3,5,5,3,3,4,20,11,12,2,1,VP,No
15136,Female,Single,Graduate,1,4,6,78414,2,-1,Sales,3,5,6,1,4,2,16,4,12,4,3,VP,No
15137,Male,Married,Graduate,2,4,9,83580,2,-2,Training,3,9,2,4,3,1,18,9,12,3,3,VP,No
15138,Female,Married,Doctorate,1,4,7,83797,3,-2,Sales,3,7,0,2,3,1,11,3,9,3,5,Product Owner,Yes
15139,Female,Married,Graduate,4,3,9,81660,3,-1,Development,3,4,4,3,4,1,16,7,14,3,5,VP,No
15140,Female,Divorced,Post-Graduate,3,5,8,87032,3,0,Training,3,3,2,5,4,4,16,5,10,2,2,Product Owner,Yes
15141,Male,Single,Graduate,3,3,6,92736,2,-1,DevOps,3,6,4,4,4,2,10,7,9,2,3,Product Owner,Yes
15142,Male,Married,Post-Graduate,1,3,8,45827,2,0,Sales,2,6,5,5,1,3,12,7,10,4,4,Product Manager,No
15143,Male,Married,Doctorate,4,4,7,86220,2,1,DevOps,3,5,3,5,5,3,13,3,9,3,4,Product Owner,No
15144,Female,Married,Post-Graduate,3,3,8,58560,2,0,Public Relations,3,5,4,1,3,2,14,5,10,2,5,Product Manager,Yes
15145,Male,Single,Post-Graduate,1,3,16,60335,2,0,DevOps,3,1,1,1,4,4,11,5,7,1,2,Senior Developer,No
15146,Male,Married,Post-Graduate,3,5,16,47898,2,0,Development,3,1,3,3,1,1,12,3,5,2,3,Senior Developer,Yes
15147,Female,Married,Doctorate,2,3,12,56413,2,0,Training,2,5,5,4,2,1,12,5,10,1,2,Product Manager,Yes
15148,Male,Married,Graduate,1,5,6,78020,2,1,Product Management,3,8,2,4,5,4,17,8,14,4,3,VP,Yes
15149,Male,Divorced,Graduate,3,4,16,50593,2,-1,Training,3,1,3,2,2,4,13,4,5,3,3,Senior Developer,No
15150,Male,Single,Post-Graduate,3,3,13,60614,2,-2,Product Management,3,0,3,3,2,4,14,4,8,3,2,Senior Developer,No
15151,Male,Married,Doctorate,4,4,7,88489,3,-2,Public Relations,3,2,4,4,4,1,8,7,8,1,2,Product Owner,Yes
15152,Female,Married,Graduate,2,5,13,60353,2,-1,Sales,2,3,1,5,2,4,9,3,6,3,3,Senior Developer,Yes
15153,Male,Married,Post-Graduate,2,5,9,54454,2,1,DevOps,3,7,2,2,3,2,11,7,9,4,4,Product Manager,Yes
15154,Female,Married,Post-Graduate,4,5,6,77256,2,0,People Management,3,3,5,3,1,4,8,8,8,1,4,Product Owner,Yes
15155,Male,Married,Post-Graduate,2,5,8,64140,2,-2,Consultancy,3,3,4,3,2,1,10,4,8,1,5,Product Manager,No
15156,Female,Married,Graduate,2,4,14,51563,2,1,Training,3,2,3,5,4,4,15,4,7,2,2,Senior Developer,No
15157,Male,Married,Post-Graduate,3,4,12,49965,2,-1,Development,3,0,3,1,4,2,18,3,5,2,5,Senior Developer,Yes
15158,Male,Single,Post-Graduate,3,3,8,47030,2,-2,Testing,3,3,2,2,1,1,19,4,8,1,1,Product Manager,Yes
15159,Male,Married,Graduate,4,4,6,93770,2,1,Public Relations,3,7,5,4,4,1,19,6,9,4,5,Product Owner,No
15160,Male,Married,Post-Graduate,3,4,16,46813,2,-1,Consultancy,3,0,3,5,5,2,15,4,7,2,2,Senior Developer,Yes
15161,Female,Divorced,Graduate,3,3,8,78826,3,-1,Training,3,3,2,2,5,4,19,7,9,4,2,Product Owner,Yes
15162,Male,Married,Graduate,3,4,9,85511,3,-2,Consultancy,3,4,1,2,4,4,20,10,10,2,5,VP,Yes
15163,Male,Married,Doctorate,3,4,9,86623,2,-2,Testing,3,2,1,5,4,4,19,3,10,2,3,Product Owner,Yes
15164,Female,Married,Graduate,3,4,13,46371,2,-1,Product Management,2,1,3,2,5,1,10,5,7,4,2,Senior Developer,No
15165,Male,Married,Post-Graduate,2,3,11,46901,2,-2,HR,3,4,5,4,1,4,18,5,10,3,4,Product Manager,No
15166,Male,Single,Graduate,2,3,8,75305,3,-2,Sales,3,6,1,4,5,4,20,10,12,2,2,VP,Yes
15167,Male,Single,Graduate,1,4,8,51338,2,1,Sales,3,6,2,5,4,1,13,4,9,2,2,Product Manager,No
15168,Male,Married,Post-Graduate,4,4,8,84460,2,0,People Management,3,7,0,4,1,2,17,5,10,4,2,Product Owner,Yes
15169,Male,Married,Post-Graduate,2,3,16,63261,2,0,Testing,3,1,2,3,4,4,13,4,6,3,3,Senior Developer,Yes
15170,Female,Divorced,Post-Graduate,4,4,8,90114,2,0,Development,3,5,3,1,4,1,19,7,11,4,4,Product Owner,Yes
15171,Male,Married,Graduate,3,3,16,63661,2,-1,Training,2,0,0,5,5,1,9,3,5,2,4,Senior Developer,No
15172,Male,Married,Graduate,4,3,17,48757,2,0,HR,2,2,2,5,4,2,11,3,8,2,2,Senior Developer,No
15173,Female,Married,Post-Graduate,4,3,7,90580,3,0,People Management,3,9,0,4,5,2,20,5,14,2,4,VP,Yes
15174,Male,Married,Post-Graduate,1,3,8,79465,2,0,DevOps,3,5,1,4,2,4,12,6,9,3,1,Product Owner,No
15175,Female,Divorced,Graduate,3,3,16,57508,2,0,Public Relations,3,3,1,2,3,4,13,3,7,1,5,Senior Developer,No
15176,Male,Married,Graduate,4,4,17,46496,2,-1,Consultancy,3,2,3,3,1,1,13,3,6,2,3,Senior Developer,No
15177,Female,Divorced,Post-Graduate,4,4,9,89933,2,-2,Product Management,3,5,1,3,1,3,16,9,12,2,3,VP,No
15178,Male,Married,Graduate,4,4,8,61169,2,-1,Training,2,7,3,1,5,1,12,5,8,3,1,Product Manager,No
15179,Male,Married,Graduate,3,5,8,83667,2,-2,Product Management,3,3,5,5,1,3,19,9,13,4,3,VP,Yes
15180,Male,Married,Graduate,1,5,6,76394,2,0,Testing,3,2,0,5,3,1,14,5,11,4,4,Product Owner,Yes
15181,Male,Married,Graduate,3,5,8,59333,2,1,Testing,3,7,4,5,5,3,13,6,9,1,4,Product Manager,Yes
15182,Male,Married,Doctorate,4,3,18,61998,2,1,Sales,3,1,2,2,5,1,19,3,8,4,2,Senior Developer,Yes
15183,Female,Married,Graduate,4,5,12,48638,2,1,Sales,3,0,3,1,3,4,17,5,5,1,4,Senior Developer,Yes
15184,Female,Single,Post-Graduate,1,3,9,87103,3,1,Testing,3,6,1,4,3,1,18,5,10,3,4,Product Owner,Yes
15185,Female,Married,Graduate,2,4,8,91051,3,1,Product Management,3,4,5,4,4,4,8,4,8,1,4,Product Owner,Yes
15186,Male,Married,Graduate,4,5,6,84771,2,-2,Development,3,6,0,1,2,2,20,7,14,2,1,VP,No
15187,Male,Married,Graduate,1,4,15,47420,2,1,HR,3,3,3,1,2,3,18,5,5,3,3,Senior Developer,Yes
15188,Male,Married,Graduate,2,5,8,94911,2,0,Testing,3,4,3,1,4,1,20,7,10,3,5,Product Owner,Yes
15189,Male,Married,Post-Graduate,4,3,7,82137,2,-2,Sales,3,4,2,3,2,1,19,10,14,2,2,VP,Yes
15190,Male,Married,Graduate,4,5,9,50432,2,-2,Testing,3,2,4,5,1,4,14,5,8,3,1,Product Manager,Yes
15191,Male,Married,Graduate,3,5,9,92751,2,-1,Sales,3,8,0,4,2,2,19,7,12,2,1,VP,Yes
15192,Female,Married,Post-Graduate,2,4,18,62645,2,0,Testing,2,3,0,3,2,4,12,3,5,2,4,Senior Developer,Yes
15193,Female,Married,Graduate,3,3,6,89330,3,0,Public Relations,3,5,3,3,1,3,16,7,10,3,5,VP,No
15194,Male,Married,Doctorate,4,4,8,79271,3,0,Consultancy,3,3,2,2,4,1,15,8,13,2,3,VP,No
15195,Male,Married,Post-Graduate,2,5,12,53592,2,0,Development,3,3,1,3,5,2,20,4,8,1,5,Product Manager,Yes
15196,Male,Married,Graduate,2,4,6,85059,3,-2,DevOps,3,3,4,4,3,1,9,6,9,1,2,Product Owner,Yes
15197,Male,Married,Post-Graduate,1,4,12,54684,2,-2,Development,2,5,2,4,4,3,10,5,8,3,4,Product Manager,Yes
15198,Male,Married,Graduate,3,3,7,87871,3,-2,Development,3,7,3,2,3,2,15,11,13,3,2,VP,Yes
15199,Female,Married,Doctorate,4,3,9,94787,2,-2,Consultancy,3,6,5,2,5,1,18,5,10,4,4,VP,No
15200,Female,Married,Post-Graduate,4,4,16,52514,2,1,DevOps,3,0,3,5,1,1,18,4,8,4,2,Senior Developer,Yes
15201,Female,Married,Post-Graduate,4,5,9,62273,2,1,Public Relations,3,6,4,5,5,2,9,6,8,4,2,Product Manager,No
15202,Male,Married,Post-Graduate,4,3,12,50194,2,0,People Management,2,2,0,3,5,4,11,3,10,1,2,Product Manager,Yes
15203,Male,Married,Graduate,2,5,9,79047,3,0,Public Relations,3,2,4,5,2,2,13,5,9,3,2,Product Owner,Yes
15204,Male,Married,Graduate,2,4,8,79698,2,1,People Management,3,3,0,2,4,3,12,6,10,3,3,Product Owner,No
15205,Male,Married,Post-Graduate,4,3,17,63642,2,1,Consultancy,2,1,0,3,2,4,12,5,8,2,4,Senior Developer,Yes
15206,Female,Married,Graduate,4,4,14,55913,2,0,Product Management,2,0,2,5,4,2,9,4,7,3,3,Senior Developer,Yes
15207,Female,Divorced,Post-Graduate,4,3,8,87059,3,-2,DevOps,3,5,5,4,1,4,8,3,8,1,3,Product Owner,No
15208,Male,Married,Post-Graduate,1,3,11,63574,2,0,HR,3,4,2,4,3,3,19,7,10,2,1,Product Manager,No
15209,Male,Married,Graduate,3,3,7,92426,3,0,HR,3,4,1,2,3,1,12,7,10,4,3,Product Owner,No
15210,Male,Married,Doctorate,2,4,11,45341,2,0,Development,2,7,1,4,1,4,15,4,10,4,3,Product Manager,No
15211,Female,Married,Post-Graduate,2,3,17,45596,2,1,Training,3,3,2,2,1,2,20,5,5,2,2,Senior Developer,Yes
15212,Male,Single,Doctorate,2,4,9,78535,2,0,Consultancy,3,4,5,1,5,2,12,3,10,4,3,Product Owner,Yes
15213,Male,Married,Doctorate,1,4,15,45459,2,1,Product Management,2,1,2,3,3,4,15,4,5,1,2,Senior Developer,Yes
15214,Female,Married,Post-Graduate,3,4,12,58924,2,-2,Training,2,2,5,3,4,4,8,4,8,1,1,Product Manager,Yes
15215,Male,Married,Graduate,2,3,9,76070,2,-1,Public Relations,3,3,5,4,1,3,19,6,10,4,3,Product Owner,No
15216,Female,Married,Graduate,1,3,9,61244,2,-1,Testing,2,7,5,4,2,1,13,7,8,4,5,Product Manager,No
15217,Female,Divorced,Post-Graduate,1,3,9,82788,2,-2,People Management,3,7,3,1,3,1,15,5,11,4,4,VP,No
15218,Male,Married,Graduate,2,3,8,78773,3,-1,Public Relations,3,3,2,3,4,1,16,7,9,4,5,Product Owner,No
15219,Male,Married,Doctorate,2,3,9,87945,2,1,HR,3,3,1,3,3,4,20,11,11,3,1,VP,Yes
15220,Male,Married,Post-Graduate,3,3,12,48764,2,-2,Product Management,3,6,5,1,3,4,19,3,8,2,4,Product Manager,Yes
15221,Female,Married,Doctorate,1,3,8,45358,2,-1,Development,3,2,2,4,3,2,16,5,10,2,3,Product Manager,Yes
15222,Male,Married,Post-Graduate,2,3,17,51512,2,0,DevOps,3,2,1,1,3,3,11,3,7,2,4,Senior Developer,Yes
15223,Male,Married,Graduate,4,4,8,60073,2,-1,Product Management,3,5,1,4,4,4,14,5,10,2,3,Product Manager,No
15224,Female,Married,Graduate,3,5,9,55941,2,0,Testing,3,4,1,2,4,2,11,7,10,3,5,Product Manager,No
15225,Male,Married,Graduate,3,4,11,60928,2,-2,Testing,2,6,1,1,3,3,17,3,8,4,5,Product Manager,Yes
15226,Male,Married,Post-Graduate,2,4,17,56595,2,-2,Training,3,2,3,2,4,4,20,4,8,2,2,Senior Developer,No
15227,Male,Married,Graduate,3,4,15,50339,2,-2,Training,2,2,0,4,5,1,10,3,7,3,2,Senior Developer,No
15228,Female,Married,Post-Graduate,2,3,9,88650,2,-1,Consultancy,3,3,4,2,4,1,19,6,10,4,4,VP,No
15229,Male,Married,Doctorate,4,5,8,89691,2,-2,Training,3,5,0,4,2,1,18,4,11,4,1,Product Owner,Yes
15230,Female,Married,Post-Graduate,4,5,16,60075,2,1,Product Management,3,1,1,4,5,4,14,5,7,4,3,Senior Developer,Yes
15231,Male,Married,Post-Graduate,2,3,12,52452,2,-2,Testing,2,2,2,1,4,2,19,7,10,3,5,Product Manager,Yes
15232,Male,Married,Post-Graduate,3,4,12,62563,2,1,Product Management,3,2,3,3,2,4,20,4,6,3,2,Senior Developer,Yes
15233,Male,Married,Post-Graduate,2,3,8,63024,2,0,HR,3,6,5,4,2,3,10,3,9,3,5,Product Manager,No
15234,Female,Married,Graduate,4,3,12,54380,2,1,Consultancy,2,0,1,3,2,4,15,4,6,3,2,Senior Developer,No
15235,Male,Married,Graduate,4,4,14,52349,2,-2,Public Relations,3,2,3,4,3,1,8,3,6,4,3,Senior Developer,No
15236,Female,Single,Graduate,1,3,6,88190,3,-1,Sales,3,5,2,5,3,1,20,3,11,4,4,Product Owner,No
15237,Male,Married,Post-Graduate,4,4,7,85655,3,-2,People Management,3,8,3,5,1,4,16,5,10,2,3,VP,No
15238,Male,Married,Post-Graduate,1,4,16,59792,2,1,Testing,3,0,3,4,1,4,13,5,5,1,3,Senior Developer,No
15239,Male,Married,Post-Graduate,4,3,14,54395,2,0,Sales,3,2,3,3,4,3,14,4,8,2,2,Senior Developer,No
15240,Female,Married,Graduate,3,5,15,62543,2,-2,DevOps,3,0,0,1,1,2,19,3,6,1,3,Senior Developer,Yes
15241,Male,Single,Graduate,2,3,6,77716,3,-1,Development,3,6,2,1,3,4,17,5,13,3,1,VP,Yes
15242,Male,Married,Post-Graduate,1,3,7,93006,3,-2,Public Relations,3,3,3,1,4,3,20,11,11,4,2,VP,No
15243,Male,Divorced,Graduate,4,4,6,75303,3,0,Consultancy,3,6,3,3,4,4,9,7,9,1,2,Product Owner,Yes
15244,Female,Married,Post-Graduate,2,5,16,48627,2,-1,Product Management,2,1,2,4,5,1,15,4,5,4,1,Senior Developer,Yes
15245,Female,Married,Post-Graduate,3,3,6,84344,3,0,People Management,3,7,1,4,2,2,13,8,10,4,2,Product Owner,No
15246,Male,Married,Post-Graduate,1,5,13,56354,2,-1,DevOps,3,2,3,3,2,1,14,4,5,2,3,Senior Developer,Yes
15247,Male,Married,Graduate,4,4,18,45523,2,0,Development,2,1,3,2,1,1,12,4,5,1,5,Senior Developer,No
15248,Male,Married,Post-Graduate,4,3,6,75251,2,-1,Consultancy,3,6,4,4,4,1,15,4,12,4,4,VP,Yes
15249,Female,Single,Doctorate,1,5,8,86610,2,0,Training,3,5,1,3,3,4,9,7,9,1,5,Product Owner,No
15250,Female,Married,Graduate,4,5,13,59459,2,0,Sales,2,3,0,2,5,4,17,5,6,4,4,Senior Developer,No
15251,Female,Married,Post-Graduate,1,3,9,88356,3,-2,Sales,3,9,3,3,5,2,18,7,13,4,2,VP,No
15252,Male,Married,Graduate,2,4,8,89961,3,-1,People Management,3,9,0,1,5,4,19,5,14,4,3,VP,No
15253,Female,Married,Graduate,3,5,9,79715,2,-2,DevOps,3,9,1,3,2,1,19,8,11,4,4,VP,Yes
15254,Male,Married,Graduate,4,4,12,56853,2,-1,Development,2,2,5,1,3,1,10,5,8,3,3,Product Manager,Yes
15255,Female,Married,Post-Graduate,1,4,12,46173,2,0,Training,2,3,4,5,2,3,14,3,10,1,5,Product Manager,Yes
15256,Male,Divorced,Post-Graduate,4,5,8,75384,2,0,DevOps,3,2,5,3,5,2,18,4,11,4,1,Product Owner,Yes
15257,Male,Divorced,Post-Graduate,1,4,9,75708,3,1,Consultancy,3,3,4,4,1,2,11,6,10,4,3,Product Owner,Yes
15258,Male,Married,Graduate,4,3,9,82074,3,-1,Development,3,6,3,1,5,3,20,4,9,3,5,Product Owner,Yes
15259,Female,Divorced,Graduate,2,3,7,78817,3,-1,Consultancy,3,4,3,4,3,2,20,4,12,3,5,VP,Yes
15260,Male,Married,Graduate,2,4,9,85151,2,0,DevOps,3,4,4,3,5,1,13,4,11,2,3,Product Owner,Yes
15261,Male,Married,Post-Graduate,1,3,9,82095,2,-1,Sales,3,7,5,3,2,1,20,6,10,4,2,Product Owner,Yes
15262,Female,Married,Post-Graduate,1,3,6,82246,3,0,Consultancy,3,6,0,2,4,3,17,4,11,3,4,Product Owner,Yes
15263,Male,Single,Doctorate,2,3,7,75351,3,1,Sales,3,3,5,4,4,1,16,6,10,3,4,Product Owner,Yes
15264,Female,Married,Graduate,1,4,9,58133,2,-2,Consultancy,3,7,2,3,4,1,10,4,8,1,5,Product Manager,Yes
15265,Male,Married,Graduate,1,3,8,87391,3,1,Sales,3,8,1,4,4,2,16,7,10,4,5,VP,No
15266,Male,Divorced,Post-Graduate,3,3,12,50278,2,1,Sales,3,3,2,4,5,2,18,5,10,2,3,Product Manager,No
15267,Male,Married,Post-Graduate,1,3,10,48696,2,-2,People Management,3,2,4,4,1,1,15,4,8,4,1,Product Manager,Yes
15268,Male,Married,Post-Graduate,4,5,18,58498,2,-2,DevOps,2,0,0,2,5,3,18,4,8,1,4,Senior Developer,Yes
15269,Male,Single,Doctorate,1,4,8,45984,2,-1,People Management,2,7,1,5,4,4,10,5,9,4,3,Product Manager,No
15270,Male,Single,Post-Graduate,3,3,9,88890,2,1,Training,3,3,0,4,5,2,15,8,12,4,2,VP,No
15271,Male,Married,Doctorate,1,5,9,83186,2,1,HR,3,6,1,1,1,3,9,7,9,1,5,Product Owner,Yes
15272,Female,Single,Graduate,1,3,12,48970,2,-1,Public Relations,2,7,4,1,2,3,15,5,10,2,3,Product Manager,No
15273,Male,Divorced,Graduate,4,3,12,49078,2,1,Public Relations,2,2,1,1,1,1,11,7,9,1,2,Product Manager,No
15274,Male,Married,Graduate,4,5,18,53675,2,1,Consultancy,2,3,0,2,5,4,9,4,6,2,2,Senior Developer,Yes
15275,Male,Single,Post-Graduate,1,4,8,81102,3,-1,Testing,3,5,2,3,2,2,20,6,10,4,1,Product Owner,Yes
15276,Female,Married,Graduate,3,3,14,48448,2,0,DevOps,2,3,2,4,5,2,20,5,5,2,2,Senior Developer,Yes
15277,Female,Single,Graduate,2,3,6,77315,2,-1,People Management,3,3,0,1,2,4,19,7,11,2,5,VP,No
15278,Female,Married,Graduate,4,4,8,75373,3,-2,HR,3,4,5,4,2,4,18,8,10,2,1,VP,No
15279,Male,Married,Graduate,4,3,12,62465,2,-2,Consultancy,2,3,0,5,2,1,16,4,5,2,3,Senior Developer,Yes
15280,Male,Married,Graduate,4,4,6,85403,3,-1,Testing,3,3,5,4,2,2,16,6,14,4,3,VP,Yes
15281,Male,Married,Graduate,3,3,10,52947,2,-1,DevOps,3,5,0,4,4,4,19,4,10,1,3,Product Manager,No
15282,Male,Married,Graduate,4,3,7,78001,3,1,Product Management,3,2,4,5,5,3,9,8,9,1,1,Product Owner,Yes
15283,Female,Married,Graduate,2,3,7,90341,3,0,Product Management,3,7,0,5,5,2,19,9,13,4,3,VP,No
15284,Female,Married,Post-Graduate,1,3,11,53649,2,-1,Public Relations,3,2,2,5,5,4,8,6,8,1,5,Product Manager,Yes
15285,Male,Married,Post-Graduate,2,4,11,53899,2,0,HR,2,5,3,2,3,2,10,7,9,3,5,Product Manager,Yes
